RESPNUM,CCGID,RUN,INTDATE,GATE,AREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,DEPTIME,ARRTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8IMPROVE1,Q8IMPROVE2,Q8IMPROVE3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10SAFEA,Q10SAFEB,Q10SAFEC,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15PROBCOM1,Q15PROBCOM2,Q15PROBCOM3,Q16LIVE,Q17ST,Q17ZIP,Q17COUNTRY,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Location 1
1170,1713,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:00 AM,1,,,,,,8,,,,,,,2,0,1,2,2,2,3,3,3,4,3,4,3,3,3,3,6,3,0,2,3,,,,3,3,3,3,2,3,,,,4,,,,1,5,0,,,7,0,4,5,1,22,,,3,NC,28625,US,12,4,1,4,1,1,0,1,0.5221167513,
1171,1714,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:30 AM,1,,,,,,2,,,,,,,1,1,1,2,1,1,6,3,4,4,6,6,6,6,6,6,6,6,6,6,3,8,,,3,6,6,3,6,3,,,,3,,,,2,,,,,5,5,3,3,2,,,,3,SC,29708,US,12,4,2,4,2,2,2,1,0.5221167513,
1172,1715,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,6:00 AM,1,,,,,,2,,,,,,,0,1,0,0,1,3,4,3,3,4,4,4,4,4,5,4,4,6,6,6,4,,,,5,4,4,4,4,4,,,,3,,,,0,0,,,,5,5,5,5,2,,,,3,NC,28078,US,12,4,2,0,2,2,2,1,0.5221167513,
1173,1716,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:30 AM,2,,,,,,2,,,,,,,1,2,2,2,5,2,2,3,3,3,3,3,6,6,2,4,3,6,6,6,3,260,,,4,6,6,3,4,4,,,,5,,,,2,,,,,6,5,5,5,2,,,,1,CA,94065,US,2,3,2,4,0,1,2,1,0.5221167513,
1174,1717,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:45 AM,1,,,,,,2,,,,,,,2,2,2,2,6,4,4,4,4,4,4,3,3,3,6,4,6,4,6,4,0,,,,3,4,4,4,4,4,,,,5,,,,1,3,0,,,7,5,4,3,2,,,,3,NJ,8033,US,12,5,1,4,1,2,2,1,0.5221167513,
1175,1718,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,12:00 AM,1,,,,,,4,,,,,,,2,1,2,2,5,2,3,2,2,3,3,3,6,6,2,6,6,6,6,6,3,,,,3,6,6,2,2,2,,,,4,,,,2,,,,,5,3,3,2,2,,,,3,NC,28204,US,12,6,1,3,2,2,2,1,0.5221167513,
1176,1719,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:30 AM,1,,,,,,4,,,,,,,2,1,2,2,4,3,3,3,4,3,4,3,3,3,6,4,6,3,6,4,3,,,,3,3,4,3,3,3,,,,4,,,,1,5,0,,,5,4,4,4,2,,,,3,NC,28209,US,12,5,1,4,2,2,2,1,0.5221167513,
1177,1720,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:55 AM,1,,,,,,4,,,,,,,2,2,1,2,3,3,2,2,3,3,4,4,3,3,6,3,6,6,6,6,3,8,,,3,6,6,2,2,2,,,,4,6,,,1,5,1,,,5,4,3,3,2,,,,3,NC,28105,US,12,5,1,4,1,2,2,1,0.5221167513,
1178,1721,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:30 AM,1,,,,,,4,,,,,,,1,2,2,2,1,4,3,2,2,3,3,3,3,3,6,6,6,6,6,6,3,28,2,,4,6,6,3,3,3,,,,5,6,,,2,,,,,5,5,5,5,2,,,,3,NC,27103,US,12,4,1,4,2,2,2,1,0.5221167513,
1179,1722,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:30 AM,1,,,,,,7,,,,,,,1,2,2,2,5,4,6,4,3,4,4,3,6,6,4,4,6,4,6,4,4,200,,,4,4,4,4,4,4,,,,4,16,,,2,,,,,6,4,5,4,2,,,,3,NC,27106,US,12,5,1,4,2,2,2,1,0.5221167513,
1180,1723,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:15 AM,2,,,,,,14,,,,,,,1,1,2,2,1,4,3,6,5,5,4,5,6,6,6,5,6,6,6,6,5,,,,5,6,6,6,4,5,,,,5,,,,1,5,0,,,2,5,5,5,2,,,,1,CA,94597,US,5,7,2,3,2,1,1,1,0.5221167513,
1181,1724,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,10:30 PM,2,,,,,,4,,,,,,,1,1,2,1,2,1,3,3,3,4,3,3,3,3,2,6,6,6,6,6,3,204,,,4,0,0,0,4,4,,,,3,,,,0,0,,,,5,3,4,4,2,,,,3,,,FRANCE,15,3,1,2,2,2,2,1,0.5221167513,
1182,1725,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,6:00 AM,2,,,,,,5,,,,,,,2,2,2,2,2,4,2,2,3,4,4,4,3,3,3,2,3,1,6,3,3,40,49,,4,4,6,6,3,4,,,,4,,,,2,,,,,2,4,4,1,2,,,,1,CA,,US,3,4,1,0,2,0,1,1,0.5221167513,
1183,1726,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:30 AM,1,,,,,,1,,,,,,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,4,4,4,6,4,4,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,2,4,5,5,2,,,,3,VA,24502,US,12,5,1,3,2,2,2,1,0.5221167513,
1184,1727,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,11:00 PM,3,,,,,,1,,,,,,4,2,1,1,1,3,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,200,229,,4,4,4,3,4,4,,,,5,,,,2,,,,,2,4,5,5,2,,,,1,CA,94531,US,5,4,2,3,2,0,1,1,0.5221167513,
1185,1728,18142,19,21,B,1,2,1,2,35,748,16,2,4,7:05 AM,5:50 AM,1,,,,,,8,,,,,,,2,1,2,2,1,1,0,6,4,4,4,3,4,4,6,4,6,3,6,3,3,82,,,4,4,4,6,3,4,,,,4,,,,0,0,,,,7,3,5,5,2,,,,3,SC,29161,US,12,4,1,3,2,2,2,1,0.5221167513,
1186,1899,18077,13,65,E,2,2,1,1,33,318,25,1,4,4:15 PM,1:30 PM,3,,,,,,7,,,,,,,2,1,2,3,1,4,3,5,3,2,6,2,6,6,6,6,6,6,6,6,3,908,,,5,6,6,5,5,5,89,,,4,,,,2,,,,,5,4,2,1,1,26,5,,3,CO,80231,US,10,7,2,0,2,2,2,1,1.9258766839,
1187,1900,18077,13,65,E,2,2,1,1,33,318,25,1,4,4:15 PM,1:45 PM,2,,,,,,2,,,,,,,2,2,2,2,1,4,5,6,6,5,5,5,6,6,6,3,6,5,6,1,4,900,108,,5,5,5,5,5,5,,,,4,12,,,1,5,1,,,3,1,5,5,3,,,,3,CO,80304,US,10,6,1,2,2,2,2,1,1.9258766839,
1188,1901,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,12:50 PM,0,,,,,,3,,,,,,,1,1,0,0,2,4,6,6,6,4,4,3,3,3,6,6,6,6,6,6,3,,,,3,0,0,0,3,3,,,,4,,,,1,6,0,,,11,0,3,3,2,,,,3,CO,,US,10,6,2,0,0,0,0,1,1.9258766839,
1189,1902,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,1:00 PM,2,,,,,,3,,,,,,,1,1,2,1,2,3,6,3,3,4,4,4,4,4,4,6,6,6,6,6,4,,,,5,5,6,6,4,4,,,,4,,,,4,,,,,11,3,3,3,2,,,,3,CO,80126,US,10,3,1,3,2,2,2,1,1.9258766839,
1190,1903,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,12:50 PM,2,,,,,,3,,,,,,,2,2,2,2,2,3,3,3,4,3,4,4,4,4,6,6,6,6,6,6,4,,,,4,6,6,4,3,4,,,,5,,,,1,3,0,,,11,6,2,3,2,,,,3,CO,80015,US,10,3,1,3,2,2,2,1,1.9258766839,
1191,1904,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,1:45 PM,2,,,,,,2,,,,,,,2,2,2,0,0,3,4,4,4,4,4,4,4,4,0,0,0,0,0,0,4,,,,5,0,0,0,4,4,,,,5,,,,1,5,0,,,9,3,4,5,2,,,,3,CO,80304,US,10,6,2,4,2,2,2,1,1.9258766839,
1192,1905,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,1:00 PM,2,,,,,,3,,,,,,,1,2,2,2,1,1,6,6,6,2,3,3,6,3,6,6,6,6,6,6,2,,,,2,6,6,6,5,3,,,,4,,,,2,,,,,11,6,3,1,1,9,,,3,NY,,US,12,3,1,2,2,2,2,1,1.9258766839,
1193,1906,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,2:30 PM,1,,,,,,8,,,,,,,2,2,1,1,3,4,4,4,4,4,4,4,6,6,4,4,6,4,6,4,4,,,,4,3,3,3,4,3,,,,3,,,,2,,,,,5,1,4,4,1,10,,,3,CO,,US,10,4,2,0,2,1,2,1,1.9258766839,
1194,1907,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,2:30 PM,1,,,,,,4,,,,,,,1,2,2,3,2,2,6,4,4,6,4,6,6,6,6,6,6,6,6,6,4,,,,5,6,6,6,5,5,,,,5,,,,4,,,,,99,0,0,0,0,,,,3,CO,80206,US,10,3,1,2,2,2,2,1,1.9258766839,
1195,1908,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,2:00 PM,2,,,,,,3,,,,,,,2,2,1,2,2,2,3,3,3,3,3,3,3,3,3,6,6,3,6,6,3,40,,,4,6,6,4,4,4,,,,5,,,,2,,,,,11,6,3,3,2,,,,3,CO,,US,10,3,2,4,2,2,2,1,1.9258766839,
1196,1909,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,1:00 PM,5,2,,,,,3,,,,,,,1,2,1,1,1,1,2,2,2,2,3,3,3,3,4,6,6,6,6,6,2,,,,2,6,6,0,2,2,90,,,4,,,,4,,,,,11,3,3,2,1,26,5,,3,CO,80003,US,10,6,2,2,2,2,2,1,1.9258766839,
1197,1910,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,7:10 AM,5,,,,,,3,,,,,,,1,2,2,1,1,2,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,,,,5,5,5,5,5,5,,,,4,,,,1,5,0,,,11,6,5,5,2,,,,3,CO,80525,US,10,7,1,2,1,2,2,1,1.9258766839,
1198,1911,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,2:00 PM,1,,,,,,1,8,,,,,0,1,0,0,0,1,1,3,3,3,3,3,3,3,3,3,0,0,4,0,3,0,,,,3,3,3,3,3,3,,,,3,,,,0,0,,,,5,3,3,3,0,,,,0,,,Blank,0,4,2,0,2,2,2,1,1.9258766839,
1199,1912,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,1:30 PM,2,,,,,,8,,,,,,,1,1,1,2,1,1,4,4,3,3,3,3,6,6,6,3,6,3,6,3,0,,,,3,3,3,4,3,3,,,,4,,,,2,,,,,9,3,3,4,2,,,,3,CO,,US,10,3,2,3,3,2,2,1,1.9258766839,
1200,1913,18077,13,65,E,2,2,1,2,33,318,25,1,4,4:15 PM,2:30 PM,2,,,,,,2,,,,,,,1,0,0,0,2,2,6,6,0,5,5,5,6,6,5,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,5,,,,3,,,,,99,0,0,0,0,,,,0,,,Blank,0,6,2,0,0,0,0,1,1.9258766839,
1201,1453,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:10 AM,2,,,,,,2,,,,,,,1,0,0,0,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,,,6,6,6,6,6,6,,,,5,,,,1,3,0,,,99,6,6,6,0,,,,3,,,Blank,0,3,1,5,3,3,3,1,0.8694341151,
1202,1454,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:30 AM,2,,,,,,6,,,,,,,1,2,2,1,1,1,6,6,6,6,5,6,6,6,5,6,6,6,6,6,3,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,,,UK,15,2,2,1,1,2,2,1,0.8694341151,
1203,1455,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:50 AM,3,,,,,,9,,,,,,,2,2,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,5,5,0,5,0,5,,,,3,,,,2,,,,,0,4,5,5,2,,,,0,,,Blank,0,2,2,0,2,1,1,1,0.8694341151,
1204,1456,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:35 AM,2,,,,,,2,,,,,,,1,2,2,2,4,4,5,4,6,5,5,5,5,5,6,6,6,6,6,6,5,,,,5,6,6,6,3,4,,,,5,,,,1,2,4,14,,99,0,0,0,0,,,,0,,,Blank,0,6,1,0,0,0,0,1,0.8694341151,
1205,1457,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:00 AM,1,,,,,,1,,,,,,1,2,1,1,1,5,2,6,5,5,3,4,4,3,3,4,3,2,3,3,6,4,,,,3,4,6,5,4,4,,,,3,6,,,1,3,,,,5,3,3,3,2,,,,1,CA,94109,US,1,4,1,3,2,0,1,1,0.8694341151,
1206,1458,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:30 AM,2,,,,,,4,,,,,,,1,1,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,5,5,5,5,5,5,,,,5,,,,1,5,1,,,5,5,5,5,2,,,,1,CA,,US,1,9,3,2,2,2,2,1,0.8694341151,
1207,1459,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:20 AM,2,,,,,,1,,,,,,0,1,1,2,3,4,4,5,4,3,4,4,4,6,6,2,3,4,4,6,6,4,41,,,3,3,6,3,3,3,,,,4,,,,2,,,,,6,4,5,1,1,26,5,,1,CA,94062,US,2,5,2,4,1,2,2,1,0.8694341151,
1208,1460,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:30 AM,2,,,,,,14,,,,,,,1,1,2,1,1,1,4,4,4,4,4,4,5,5,5,5,6,4,6,6,5,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,,,UK,15,4,1,3,2,2,2,1,0.8694341151,
1209,1461,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:00 AM,1,,,,,,8,,,,,,,1,2,2,1,3,3,4,5,4,4,4,4,4,4,4,3,6,4,6,4,4,,,,3,3,4,4,3,3,,,,5,,,,1,5,0,,,1,4,5,4,2,,,,3,TX,75071,US,11,4,1,3,2,1,1,1,0.8694341151,
1210,1462,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:30 AM,1,,,,,,4,,,,,,,2,2,2,1,1,1,5,5,5,5,6,5,6,6,6,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,5,,,,1,5,1,,,5,3,5,5,2,,,,3,CA,91011,US,10,6,2,4,2,2,2,1,0.8694341151,
1211,1463,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:00 AM,5,,,,,,7,,,,,,,1,2,1,1,3,1,5,5,3,5,4,4,4,4,5,6,6,6,3,6,4,,,,5,5,4,5,5,5,,,,5,,,,2,,,,,99,6,5,5,2,,,,3,,,BRAZIL,14,3,1,1,3,2,2,1,0.8694341151,
1212,1464,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:00 AM,2,,,,,,5,,,,,,,1,0,0,0,1,1,6,6,4,2,4,3,3,3,6,6,6,4,6,6,4,101,,,5,5,6,6,5,5,,,,5,,,,3,,,,,5,5,4,4,2,,,,3,,,UK,15,4,2,1,4,2,2,1,0.8694341151,
1213,1465,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:10 AM,2,,,,,,2,,,,,,,2,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,6,5,5,5,2,,,,1,CA,94403,US,2,3,2,0,2,2,2,1,0.8694341151,
1214,1466,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:30 AM,2,,,,,,14,,,,,,,1,1,1,1,1,1,6,5,5,5,5,5,4,4,5,5,6,6,6,6,5,,,,5,6,6,5,5,5,89,85,,5,12,,,2,,,,,5,5,5,5,2,,,,3,,,AUSTRALIA,19,5,1,3,1,2,2,1,0.8694341151,
1215,1467,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:30 AM,2,,,,,,4,,,,,,,1,1,1,1,1,3,6,4,4,4,6,4,4,4,5,4,6,6,6,6,5,210,8,,5,6,6,5,5,5,89,,,5,4,,,1,0,,,,5,5,5,5,2,,,,3,,,UK,15,2,2,1,2,2,2,1,0.8694341151,
1216,1468,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,11:00 AM,1,,,,,,12,,,,,,,2,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,6,4,6,6,4,,,,5,5,6,5,5,5,,,,5,,,,1,5,0,,,5,4,5,4,2,,,,1,CA,,US,1,3,2,3,4,2,2,1,0.8694341151,
1217,1469,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:17 AM,5,,,,,,2,,,,,,,2,2,2,1,2,1,5,4,5,5,5,5,5,5,5,4,5,4,5,2,5,900,,,5,4,6,5,5,5,,,,5,,,,1,5,13,,,5,5,0,5,2,,,,3,,,GUATEMALA,14,2,1,0,2,2,0,2,0.8694341151,
1218,1470,18069,12,57,D,2,1,1,2,8,2378,50,1,4,12:50 PM,10:30 AM,2,,,,,,6,,,,,,,1,2,2,1,1,1,6,6,3,3,3,4,3,3,4,6,6,6,6,6,4,,,,5,6,6,6,4,4,,,,4,,,,2,,,,,5,6,6,6,2,,,,3,,,SPAIN,15,3,1,0,2,2,2,2,0.8694341151,
1219,1993,18083,14,100,G,2,3,1,1,34,901,48,6,4,12:45 PM,10:45 AM,3,,,,,,4,,,,,,,1,2,1,2,3,3,3,3,4,4,5,4,6,6,4,5,6,6,4,6,4,,,,5,6,6,4,4,4,,,,5,6,,,2,,,,,5,5,4,5,1,3,9,13,1,CA,94109,US,1,3,2,2,2,2,2,1,0.7026213333,
1220,1994,18083,14,100,G,2,3,1,1,34,901,48,6,4,12:45 PM,10:00 AM,1,,,,,,2,,,,,,,1,1,2,1,1,1,5,6,4,5,5,5,6,6,5,6,6,6,6,6,5,900,,,5,6,6,6,4,5,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,CA,92123,US,10,2,1,2,2,1,2,1,0.7026213333,
1221,1995,18083,14,100,G,2,3,1,1,34,901,48,6,4,12:45 PM,9:30 AM,1,,,,,,12,,,,,,,1,1,2,2,3,2,6,4,4,4,5,3,6,6,6,6,6,6,6,6,4,900,,,4,6,6,4,2,3,,,,5,6,,,2,,,,,2,5,5,5,2,,,,1,CA,94596,US,5,3,2,0,1,2,1,1,0.7026213333,
1222,1996,18083,14,100,G,2,3,1,1,34,901,48,6,4,12:45 PM,10:30 AM,2,,,,,,4,,,,,,,1,1,2,2,1,4,5,6,5,5,5,5,4,5,6,6,6,6,6,6,5,900,,,3,6,6,6,5,5,,,,4,,,,1,5,1,,,5,5,5,5,2,,,,3,,,UK,15,6,2,1,2,2,2,1,0.7026213333,
1223,1997,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,9:00 AM,0,,,,,,4,,,,,,,1,2,1,1,2,1,6,3,6,4,4,3,3,4,0,6,6,6,6,6,4,,,,4,3,3,4,3,4,,,,5,1,,,1,5,0,,,5,5,5,5,2,,,,3,,,UK,15,2,1,5,2,2,0,1,0.7026213333,
1224,1998,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:45 AM,2,,,,,,2,,,,,,,1,1,2,1,3,4,4,4,5,4,4,5,4,5,5,4,5,6,6,4,4,,,,5,6,4,5,5,5,,,,5,,,,1,5,0,,,0,5,4,5,2,,,,1,CA,94116,US,1,4,1,2,2,0,1,1,0.7026213333,
1225,1999,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:55 AM,2,,,,,,4,,,,,,,1,2,2,2,2,4,4,3,3,3,4,4,4,4,6,3,3,6,3,6,4,30,,,4,6,6,3,3,4,,,,3,,,,2,,,,,5,3,3,2,2,,,,1,CA,94118,US,1,7,1,4,2,2,2,1,0.7026213333,
1226,2000,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,11:00 AM,6,,,,,,5,,,,,,,1,1,1,1,1,4,6,4,5,5,5,5,5,6,4,4,6,6,6,6,4,,,,4,6,6,4,0,4,,,,5,,,,1,5,13,,,99,3,3,3,2,,,,2,CA,95321,US,10,6,2,2,2,1,2,1,0.7026213333,
1227,2001,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,9:30 AM,2,,,,,,2,,,,,,,1,2,1,2,2,4,4,4,4,4,4,4,6,6,3,3,3,3,3,6,4,,,,4,3,6,4,3,3,,,,4,,,,2,,,,,5,5,4,3,2,,,,1,CA,94123,US,1,3,2,2,2,2,2,1,0.7026213333,
1228,2002,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:15 AM,3,,,,,,2,,,,,,,1,1,2,1,2,4,3,3,3,4,4,4,3,3,3,2,4,4,6,6,4,,,,4,3,4,4,3,4,,,,5,6,,,2,,,,,7,3,5,5,2,,,,1,CA,95117,US,4,5,0,4,2,1,2,1,0.7026213333,
1229,2003,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:45 AM,1,,,,,,2,,,,,,,1,0,1,1,2,4,5,4,4,4,5,4,6,6,5,0,0,0,0,0,5,,,,5,5,6,5,5,5,,,,5,,,,2,,,,,3,5,4,5,2,,,,1,CA,94903,US,6,4,1,4,2,1,1,1,0.7026213333,
1230,2004,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:30 AM,1,,,,,,2,,,,,,,1,2,2,1,1,1,3,6,6,5,4,4,4,4,5,4,6,4,6,6,4,261,,,4,4,6,6,4,4,85,,,5,4,1,,2,,,,,5,4,5,4,2,,,,3,,,UK,15,2,1,2,2,2,2,1,0.7026213333,
1231,2005,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,11:0 AM,1,,,,,,2,,,,,,,1,1,2,2,3,2,4,2,3,4,3,3,3,3,4,3,4,2,6,6,4,,,,4,4,4,4,4,4,,,,4,5,,,1,5,1,,,8,3,4,4,2,,,,1,CA,95688,US,8,2,1,2,1,1,1,1,0.7026213333,
1232,2006,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,N,2,,,,,,2,,,,,,,1,2,1,2,1,4,3,4,4,5,5,4,4,0,5,5,4,4,0,0,4,,,,5,0,0,5,5,5,,,,5,,,,1,4,1,10,,7,5,5,0,2,,,,1,CA,95136,US,4,7,2,2,2,1,2,1,0.7026213333,
1233,2007,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:00 AM,2,3,,,,,15,,,,,,,1,2,2,1,2,3,5,6,4,5,5,5,5,5,5,5,6,6,5,6,5,,,,5,6,6,6,5,5,89,,,5,12,,,2,,,,,32,0,5,5,2,,,,2,CA,95482,US,10,2,1,1,2,2,0,1,0.7026213333,
1234,2008,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:00 AM,2,,,,,,2,,,,,,,1,1,2,2,2,1,3,6,3,2,2,3,3,3,2,4,6,4,6,6,3,,,,5,5,6,6,5,5,,,,3,,,,1,3,0,,,5,5,4,5,2,,,,1,CA,94114,US,1,4,2,4,2,2,1,1,0.7026213333,
1235,2009,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:52 AM,1,,,,,,3,,,,,,,0,1,1,1,3,1,5,4,3,2,4,5,6,6,4,5,6,4,6,4,5,,,,5,5,5,5,5,5,,,,5,5,,,4,,,,,11,4,4,3,1,13,3,9,3,WA,98104,US,10,4,2,3,3,1,2,1,0.7026213333,
1236,2010,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,9:45 AM,2,,,,,,5,,,,,,,1,1,1,2,3,2,5,3,3,4,4,4,4,4,6,2,6,3,6,6,4,260,209,,4,4,6,4,4,4,,,,5,,,,2,,,,,1,5,4,4,2,,,,1,CA,94612,US,3,3,2,2,2,2,1,1,0.7026213333,
1237,2011,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:00 AM,2,,,,,,6,,,,,,,1,1,1,1,2,1,4,5,5,5,5,5,5,5,5,6,6,6,6,6,5,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,,,UK,15,3,2,2,2,2,2,1,0.7026213333,
1238,2012,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:00 AM,2,,,,,,4,,,,,,,1,1,2,2,1,1,6,6,3,4,5,5,6,6,6,6,6,6,6,6,3,201,4,,5,6,6,6,5,5,,,,5,1,,,2,,,,,5,3,5,5,2,,,,3,,,UK,15,4,2,0,2,2,2,1,0.7026213333,
1239,2013,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:50 AM,2,,,,,,5,,,,,,,2,2,2,2,5,4,5,3,3,4,3,4,6,6,6,6,6,3,6,6,4,234,,,4,6,6,6,4,4,,,,5,,,,1,5,2,,,5,5,5,5,2,,,,1,CA,94131,US,1,5,2,3,2,1,2,1,0.7026213333,
1240,2014,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,10:15 AM,3,,,,,,2,,,,,,,1,2,2,1,4,4,5,3,3,5,5,5,6,6,5,4,4,6,6,6,4,50,,,4,6,6,4,3,4,,,,0,,,,0,0,,,,99,0,0,0,0,,,,1,CA,95076,US,10,6,2,0,3,1,0,1,0.7026213333,
1241,2015,18083,14,100,G,2,3,1,2,34,901,48,6,4,12:45 PM,8:00 AM,2,,,,,,3,,,,,,,0,0,1,1,1,1,5,5,5,5,5,5,5,5,5,6,6,6,6,6,5,,,,5,6,6,5,5,5,,,,5,5,,,0,0,,,,11,5,5,5,2,,,,3,,,UK,15,3,2,1,3,2,2,1,0.7026213333,
