RESPNUM,CCGID,RUN,INTDATE,GATE,AREA,STRATA,PEAK,METHOD,SAQ,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,DEPTIME,ARRTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4STORE,Q4FOOD,Q4WIFI,Q5TIMESFLOWN,Q6LONGUSE,Q7ART,Q7FOOD,Q7STORE,Q7SIGN,Q7WALKWAYS,Q7SCREENS,Q7INFODOWN,Q7INFOUP,Q7WIFI,Q7ROADS,Q7PARK,Q7AIRTRAIN,Q7LTPARKING,Q7RENTAL,Q7ALL,Q8IMPROVE1,Q8IMPROVE2,Q8IMPROVE3,Q9BOARDING,Q9AIRTRAIN,Q9RENTAL,Q9FOOD,Q9RESTROOM,Q9ALL,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10SAFEA,Q10SAFEB,Q10SAFEC,Q11TSAPRE,Q12PRECHECKRATE,Q12PRECOM1,Q12PRECOM2,Q12PRECOM3,Q13COUNTY,Q13GETRATE,Q14FIND,Q14PASSTHRU,Q15PROBLEM,Q15PROBCOM1,Q15PROBCOM2,Q15PROBCOM3,Q16LIVE,Q17ST,Q17ZIP,Q17COUNTRY,HOME,Q18AGE,Q19GENDER,Q20INCOME,Q21FLY,Q22SJC,Q22OAK,LANG,WEIGHT,Location 1
74,588,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,9:30 AM,2,,,,,,8,,,,,,,1,2,2,2,1,3,4,5,5,4,5,5,4,4,6,4,6,5,6,4,5,117,,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,5,3,4,5,2,,,,3,CA,92122,US,10,7,2,2,2,2,0,1,0.5221167513,
75,589,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,9:00 AM,2,,,,,,7,,,,,,,1,2,1,2,2,1,4,4,6,5,4,5,5,5,6,4,6,6,6,6,5,,,,3,6,6,4,4,4,,,,5,,,,2,,,,,5,5,5,5,2,,,,3,NC,27025,US,12,6,2,2,2,2,2,1,0.5221167513,
76,590,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,9:30 AM,2,,,,,,1,,,,,,3,1,2,2,1,4,4,2,2,2,4,4,4,6,6,5,4,3,5,3,6,3,900,263,260,3,4,6,3,3,3,,,,3,10,,,1,5,1,,,6,5,5,5,1,25,,,1,CA,94037,US,2,6,2,4,2,0,1,1,0.5221167513,
77,591,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,11:00 PM,1,,,,,,5,,,,,,,1,2,1,1,4,4,5,5,4,5,5,5,4,4,5,3,4,4,3,4,5,,,,5,5,5,5,4,5,,,,5,6,,,1,5,0,,,2,5,5,5,2,,,,1,CA,94525,US,5,6,1,1,2,2,1,1,0.5221167513,
78,592,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,9:00 AM,1,,,,,,3,,,,,,,1,1,1,1,4,3,3,4,4,4,4,4,4,4,4,0,0,3,0,0,4,264,,,3,3,0,3,3,3,,,,5,6,,,2,,,,,11,0,4,4,2,,,,3,CA,,US,10,6,1,4,1,1,1,1,0.5221167513,
79,593,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,9:20 AM,2,,,,,,4,,,,,,,1,0,0,0,2,4,3,4,4,5,5,4,5,5,5,5,5,5,5,3,5,,,,5,5,4,5,5,5,,,,4,,,,1,5,1,17,,5,5,5,5,2,,,,3,CA,91910,US,10,6,2,4,2,0,1,1,0.5221167513,
80,594,18023,6,31,B,2,1,1,2,29,4447,83,1,2,11:40 AM,10:00 AM,2,,,,,,8,,,,,,,1,1,1,1,3,4,3,3,3,3,3,3,3,3,4,3,2,1,1,1,3,,,,3,2,2,3,3,3,,,,4,,,,2,,,,,4,3,3,3,2,,,,3,CA,,US,9,6,1,4,1,2,2,1,0.5221167513,
81,595,18023,6,31,B,2,1,1,1,29,4447,83,1,2,11:40 AM,8:45 AM,1,,,,,,4,,,,,,,1,2,1,2,5,4,3,2,2,3,4,4,6,6,6,1,1,3,3,6,3,260,2,,0,0,0,0,0,0,,,,5,,,,1,5,0,,,3,3,5,5,2,,,,1,CA,94920,US,6,5,2,3,2,2,2,1,0.5221167513,
82,596,18023,6,31,B,2,1,1,1,29,4447,83,1,2,11:40 AM,8:45 AM,2,,,,,,8,,,,,,,1,2,2,2,1,1,6,6,6,5,5,5,6,6,1,5,6,6,6,6,0,,,,5,6,6,6,6,5,,,,4,99,,,1,5,0,,,5,4,5,5,2,,,,3,AZ,81023,US,10,6,2,3,2,2,2,1,0.5221167513,
83,420,18021,5,10,A,1,1,1,1,7,222,75,4,1,10:45 AM,8:45 AM,2,,,,,,2,,,,,,,2,2,2,2,1,3,5,6,6,3,4,0,1,6,6,3,6,6,6,6,4,,,,5,6,6,6,6,5,,,,5,,,,2,,,,,6,2,4,5,2,,,,1,CA,94063,US,2,2,1,1,1,2,2,1,0.7780874494,
84,421,18021,5,10,A,1,1,1,1,7,222,75,4,1,10:45 AM,8:30 AM,2,,,,,,2,,,,,,,2,2,2,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,900,,,5,5,5,5,5,5,,,,5,12,,,2,,,,,5,5,5,5,2,,,,1,CA,94132,US,1,5,1,5,2,2,1,1,0.7780874494,
85,422,18021,5,10,A,1,1,1,1,7,222,75,4,1,10:45 AM,8:00 AM,2,,,,,,6,,,,,,,1,2,2,2,3,4,5,5,4,5,5,5,6,6,2,6,6,6,6,6,5,204,,,5,4,4,5,5,5,,,,5,12,,,2,,,,,5,5,3,4,1,1,,,3,,,MEXICO,14,7,1,0,2,2,2,1,0.7780874494,
86,423,18021,5,10,A,1,1,1,1,7,222,75,4,1,10:45 AM,9:00 AM,3,,,,,,2,,,,,,,2,2,1,1,3,4,6,6,6,4,5,6,6,6,5,3,3,6,6,6,4,,,,4,6,6,6,3,4,,,,5,12,,,1,4,0,,,7,4,4,4,2,,,,1,CA,95037,US,4,5,2,5,2,1,2,1,0.7780874494,
87,424,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:15 AM,2,,,,,,1,,,,,,4,1,2,1,2,3,4,6,3,3,3,3,3,6,6,6,4,6,6,4,6,4,,,,3,6,6,4,3,3,,,,4,,,,2,,,,,13,3,4,4,2,,,,2,CA,95376,US,10,6,2,3,2,2,1,1,0.7780874494,
88,425,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:45 AM,2,,,,,,1,,,,,,4,2,1,1,2,3,4,5,3,4,4,5,5,6,6,6,4,6,6,6,6,4,1,,,5,6,6,5,5,4,,,,5,21,,,1,5,0,,,7,5,5,5,2,,,,1,CA,94024,US,4,7,2,0,2,1,1,1,0.7780874494,
89,426,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,10:10 AM,2,,,,,,3,,,,,,,2,2,2,1,3,4,6,6,6,6,6,6,6,6,5,6,6,6,6,6,3,,,,5,6,6,6,3,3,,,,5,,,,4,,,,,11,6,6,6,3,,,,3,WA,98105,US,10,7,0,2,2,2,1,1,0.7780874494,
90,427,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:30 AM,2,,,,,,5,,,,,,,2,2,2,2,3,4,4,4,6,5,5,5,5,5,6,6,6,5,6,6,5,,,,5,5,6,6,4,4,,,,5,,,,1,5,0,,,2,0,5,5,2,,,,1,CA,94514,US,5,7,0,2,2,0,1,1,0.7780874494,
91,428,18021,5,10,A,1,1,1,1,7,222,75,4,1,10:45 AM,8:30 AM,2,,,,,,1,,,,,,4,1,1,1,1,3,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,5,5,5,5,5,5,,,,5,,,,0,0,,,,8,3,4,4,2,,,,1,CA,94510,US,8,4,2,3,2,2,1,1,0.7780874494,
92,429,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:15 AM,2,,,,,,1,,,,,,4,1,1,1,0,3,4,5,3,4,4,4,6,6,0,1,4,6,6,6,6,4,,,,3,6,6,4,4,3,,,,0,,,,0,0,,,,0,0,0,0,0,,,,1,CA,94510,US,8,5,2,4,2,2,2,1,0.7780874494,
93,430,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:15 AM,2,,,,,,14,,,,,,,2,1,2,1,5,4,4,3,3,4,4,4,4,4,3,2,2,4,6,6,4,178,,,4,6,6,3,4,4,,,,5,,,,1,5,1,2,,5,4,4,5,2,,,,1,CA,94109,US,1,5,1,4,1,1,1,1,0.7780874494,
94,431,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:15 AM,2,,,,,,5,,,,,,,0,1,0,0,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,4,,,,1,0,,,,5,0,4,4,2,,,,1,,,Blank,0,3,2,1,2,0,1,1,0.7780874494,
95,432,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:00 AM,2,,,,,,1,,,,,,0,2,1,1,1,1,4,6,3,3,3,4,4,3,3,3,3,3,6,3,6,4,,,,5,6,6,5,5,5,,,,5,,,,2,,,,,14,3,4,4,2,,,,2,CA,95829,US,10,3,0,3,3,1,2,1,0.7780874494,
96,433,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,7:00 AM,2,,,,,,1,,,,,,3,1,1,1,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,182,,,4,4,4,4,4,4,,,,5,,,,2,,,,,1,3,5,4,2,,,,1,CA,94606,US,3,5,1,4,2,2,1,1,0.7780874494,
97,434,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:00 AM,2,,,,,,5,,,,,,,1,2,2,1,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,1,5,1,,,2,3,5,5,2,,,,1,CA,94107,US,1,3,1,1,2,2,2,1,0.7780874494,
98,435,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:00 AM,2,,,,,,5,,,,,,,1,1,1,2,2,4,5,3,3,4,5,5,4,4,3,4,3,3,3,6,4,,,,5,4,6,4,4,4,,,,4,,,,2,,,,,1,3,4,4,2,,,,1,CA,94577,US,3,4,1,4,2,2,1,1,0.7780874494,
99,436,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,7:40 AM,1,2,,,,,5,,,,,,,2,2,1,2,1,4,6,3,3,3,4,4,4,4,6,4,4,6,6,6,4,161,,,4,6,6,4,4,4,,,,3,37,,,4,,,,,1,5,3,3,2,,,,1,CA,94561,US,5,3,1,2,2,1,1,1,0.7780874494,
100,437,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:15 AM,2,,,,,,5,,,,,,,2,2,2,2,1,4,6,3,3,3,4,4,6,6,6,4,4,4,3,6,4,176,,,5,5,5,5,5,5,,,,5,,,,2,,,,,2,4,3,4,1,13,,,1,CA,94596,US,5,7,2,2,3,0,1,1,0.7780874494,
101,438,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,6:10 AM,2,,,,,,2,,,,,,,0,0,1,0,2,4,4,3,3,4,5,4,4,4,6,5,6,6,6,6,4,16,,,5,6,6,4,4,4,,,,4,,,,1,5,1,,,7,4,4,4,2,,,,1,CA,95110,US,4,6,1,3,2,1,2,1,0.7780874494,
102,439,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:00 AM,1,3,,,,,14,,,,,,,1,0,1,1,5,4,4,4,5,5,5,4,4,4,5,6,6,6,6,6,5,,,,5,0,0,5,5,5,,,,5,,,,1,5,1,,,1,5,5,0,2,,,,0,,,MEXICO,14,7,2,4,2,2,1,1,0.7780874494,
103,440,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:45 AM,2,,,,,,6,,,,,,,1,2,2,1,2,4,3,4,4,4,4,4,4,4,4,5,6,6,4,4,4,,,,5,6,4,5,4,4,,,,4,,,,0,0,,,,7,3,5,4,2,,,,0,CA,,US,4,5,2,0,2,1,0,1,0.7780874494,
104,441,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:30 AM,2,,,,,,1,,,,,,0,1,1,2,1,3,4,5,2,3,3,1,2,2,3,4,4,1,1,2,3,4,3,,,4,1,3,3,3,3,,,,4,,,,2,,,,,5,3,3,3,2,,,,1,CA,,US,1,4,0,0,2,2,2,1,0.7780874494,
105,442,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:00 AM,2,,,,,,1,,,,,,4,2,1,2,1,3,4,4,4,4,1,3,2,3,3,4,2,3,6,6,6,3,,,,4,6,6,4,4,4,,,,4,,,,2,,,,,5,4,3,4,1,13,,,1,CA,94114,US,1,5,2,4,3,1,1,1,0.7780874494,
106,443,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:30 AM,2,,,,,,5,,,,,,,1,0,1,1,1,4,4,3,2,4,4,4,4,4,4,4,6,6,6,6,4,236,,,4,6,0,4,0,4,,,,4,,,,1,5,1,,,2,4,4,5,2,,,,1,,,Blank,0,6,1,2,2,0,2,1,0.7780874494,
107,444,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,8:30 AM,2,,,,,,5,,,,,,,1,2,1,1,1,4,3,3,3,3,3,3,6,6,3,4,6,6,6,6,3,900,,,3,6,6,3,3,3,,,,3,,,,1,3,3,5,,2,3,3,3,2,,,,1,CA,94549,US,5,5,2,2,2,2,1,1,0.7780874494,
108,445,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,N,2,,,,,,1,,,,,,3,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,3,3,3,3,3,3,,,,5,,,,1,5,0,,,9,0,3,3,2,,,,2,CA,,US,7,5,1,0,2,2,1,1,0.7780874494,
109,446,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:00 AM,2,,,,,,5,,,,,,,1,2,1,1,2,4,3,3,3,3,3,4,0,0,3,2,3,3,3,3,3,,,,3,3,3,3,3,3,,,,3,,,,1,2,4,,,2,0,3,2,2,,,,1,CA,94591,US,8,5,2,3,2,2,1,1,0.7780874494,
110,447,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:00 AM,2,,,,,,1,,,,,,0,0,1,0,1,1,1,5,4,4,5,4,5,5,4,4,4,5,4,5,4,4,,,,3,4,5,0,3,4,,,,4,99,,,1,5,1,,,7,5,5,5,2,,,,1,,,Blank,0,3,1,0,2,1,0,1,0.7780874494,
111,448,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,9:20 AM,3,,,,,,12,,,,,,,2,1,1,2,5,3,4,5,4,5,4,5,5,5,5,5,6,6,6,6,5,,,,5,5,6,4,4,5,,,,5,,,,1,5,2,,,5,5,5,5,2,,,,1,CA,94105,US,1,3,1,4,1,2,1,1,0.7780874494,
112,449,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,10:05 AM,1,,,,,,3,,,,,,,2,2,2,1,1,3,6,6,6,3,3,3,6,6,4,6,6,6,6,6,3,,,,4,6,6,6,6,0,,,,5,,,,2,,,,,11,6,6,6,2,,,,3,OR,97124,US,10,5,1,1,2,2,2,1,0.7780874494,
113,450,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,7:00 AM,2,,,,,,2,,,,,,,1,0,1,2,1,1,5,4,5,5,5,5,5,5,6,5,4,6,6,6,5,,,,5,6,6,5,4,5,,,,4,,,,3,,,,,2,4,4,5,2,,,,1,CA,94561,US,5,2,2,1,2,2,2,2,0.7780874494,
114,451,18021,5,10,A,1,1,1,2,7,222,75,4,1,10:45 AM,7:50 AM,3,,,,,,2,,,,,,,1,1,1,1,2,2,0,0,3,5,5,4,5,4,5,4,5,0,0,4,4,,,,5,0,5,5,5,5,,,,5,,,,1,5,0,,,1,3,3,4,2,,,,1,CA,94541,US,3,9,2,2,2,1,0,2,0.7780874494,
115,1,18001,3,45,C,1,2,1,1,15,240,4,2,4,6:10 AM,4:15 AM,2,,,,,,7,,,,,,,1,0,1,2,1,4,6,3,3,3,3,3,3,3,6,6,6,6,6,6,4,,,,4,6,6,6,5,5,,,,4,,,,2,,,,,99,3,5,5,2,,,,2,CA,95222,US,10,7,2,2,2,2,2,1,0.9889584906,
116,2,18001,3,45,C,1,2,1,1,15,240,4,2,4,6:10 AM,5:15 AM,6,,,,,,2,,,,,,,2,1,2,2,1,1,3,3,3,3,3,3,3,3,3,3,3,6,6,6,4,,,,5,6,6,6,5,5,,,,3,,,,1,5,0,,,1,0,1,3,1,8,,,3,TN,,US,11,6,2,0,2,2,0,1,0.9889584906,
117,3,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:10 AM,3,,,,,,2,,,,,,,2,1,2,1,3,2,4,3,4,4,4,4,4,4,4,4,3,4,6,6,4,2,,,4,4,6,4,3,4,,,,5,21,,,2,,,,,2,4,4,5,2,,,,1,CA,94596,US,5,3,1,3,2,0,1,1,0.9889584906,
118,4,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:30 AM,3,,,,,,4,,,,,,,2,1,2,1,3,4,5,5,4,4,4,4,4,4,3,4,4,5,6,3,4,,,,5,5,5,5,5,5,,,,5,,,,2,,,,,5,5,5,5,2,,,,1,CA,94115,US,1,6,1,1,2,2,2,1,0.9889584906,
119,5,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,5:00 AM,3,,,,,,4,,,,,,,2,2,2,2,1,1,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,,,,5,5,5,5,5,5,,,,5,,,,1,5,0,,,5,5,5,0,2,,,,3,NY,14068,US,12,6,1,2,2,2,2,1,0.9889584906,
120,6,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,2,,,,,,4,,,,,,,1,2,2,2,2,1,4,4,3,4,3,4,4,4,3,5,5,4,4,4,4,16,,,4,4,4,4,4,4,,,,5,12,,,2,,,,,5,4,5,5,2,,,,3,SC,29607,US,12,4,1,3,2,2,2,1,0.9889584906,
121,7,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,2,3,,,,,7,,,,,,,1,1,1,1,3,4,6,4,4,5,5,5,4,4,5,6,6,5,6,6,5,,,,5,5,5,5,5,5,,,,4,,,,1,4,0,,,13,5,4,5,2,,,,2,CA,95219,US,10,6,2,4,1,2,2,1,0.9889584906,
122,8,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,2,,,,,,4,,,,,,,2,2,1,2,2,4,4,3,4,4,3,3,4,3,4,4,3,4,6,6,3,,,,4,3,3,4,4,4,,,,4,,,,1,3,0,,,3,4,5,4,2,,,,2,CA,94265,US,6,5,1,3,2,0,1,1,0.9889584906,
123,9,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:15 AM,1,,,,,,7,,,,,,,1,1,1,0,3,4,4,4,4,4,3,3,6,6,3,4,3,6,4,3,4,,,,4,6,3,4,4,4,,,,4,,,,2,,,,,3,4,5,5,2,,,,1,CA,94945,US,6,6,2,2,2,2,1,1,0.9889584906,
124,10,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,8:35 PM,1,,,,,,0,,,,,,,1,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,,,,5,5,5,5,5,5,,,,3,,,,1,5,0,,,5,5,5,0,2,,,,3,,,INDONESIA,16,2,1,1,3,3,0,1,0.9889584906,
125,11,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,3:30 AM,2,,,,,,4,,,,,,,1,2,2,1,4,1,6,6,6,4,4,5,5,5,5,6,6,6,6,6,6,,,,5,5,3,6,4,4,,,,3,,,,3,,,,,5,4,4,5,2,,,,3,,,BELGIUM,15,3,2,0,3,2,2,1,0.9889584906,
126,12,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:10 AM,2,,,,,,8,,,,,,,2,2,2,1,1,1,4,6,3,2,3,2,6,6,6,4,6,4,6,6,4,234,,,4,4,6,6,3,4,,,,4,,,,2,,,,,6,5,4,4,2,,,,3,FL,33322,US,12,5,0,0,1,2,2,1,0.9889584906,
127,13,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:45 AM,1,,,,,,12,,,,,,,2,2,2,2,5,4,2,1,2,1,1,2,1,1,6,4,4,4,4,2,2,12,30,171,2,3,3,3,3,3,90,,,4,,,,1,2,5,18,,5,5,5,3,2,,,,1,CA,94115,US,1,3,2,4,2,2,2,1,0.9889584906,
128,14,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,1,,,,,,4,,,,,,,1,2,1,2,2,1,3,3,3,3,3,3,6,6,6,4,6,6,6,6,3,43,,,5,6,6,5,4,5,,,,4,12,,,2,,,,,5,5,4,4,2,,,,3,WA,98053,US,10,6,1,4,2,2,2,1,0.9889584906,
129,15,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,3:45 AM,2,,,,,,8,,,,,,,1,2,1,1,1,1,4,3,3,4,4,3,3,3,3,3,3,3,0,2,3,32,,,3,3,3,3,3,3,,,,3,10,33,,2,,,,,0,2,3,1,1,28,,,3,NY,12833,US,12,7,2,2,2,2,2,1,0.9889584906,
130,16,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:45 AM,2,,,,,,7,,,,,,,1,2,1,2,1,1,4,4,4,4,4,5,5,5,6,6,6,4,6,3,5,,,,5,5,5,5,5,5,,,,5,1,,,1,5,1,2,,5,5,5,5,2,,,,3,AL,35758,US,11,6,2,4,2,2,2,1,0.9889584906,
131,17,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,2,,,,,,2,,,,,,,1,0,1,0,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,,,,5,,,,0,5,0,,,14,5,5,4,2,,,,2,CA,,US,10,0,0,0,2,2,2,1,0.9889584906,
132,18,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,10:30 PM,2,,,,,,5,,,,,,,1,2,1,1,1,1,5,4,3,3,4,4,6,6,4,6,6,4,6,6,4,226,,,5,4,6,3,4,4,,,,4,,,,2,,,,,1,1,2,2,1,27,,,3,FL,32226,US,12,3,1,1,2,2,2,1,0.9889584906,
133,19,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,5:00 AM,3,,,,,,4,,,,,,,1,1,2,2,3,4,4,3,3,3,3,3,6,6,6,2,2,6,2,2,3,35,,,4,6,6,4,4,4,,,,4,,,,2,,,,,5,4,4,4,2,,,,3,,,Blank,0,5,1,0,2,2,2,1,0.9889584906,
134,20,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,2,3,,,,,2,8,,,,,,1,1,1,2,1,4,3,3,3,5,5,5,5,5,6,5,4,4,6,4,5,,,,5,5,4,5,5,5,,,,5,12,,,1,5,0,,,9,5,5,5,2,,,,3,AL,35810,US,11,6,2,3,1,2,2,1,0.9889584906,
135,21,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,2,,,,,,7,,,,,,,1,1,1,2,1,4,0,3,4,3,6,3,6,6,6,6,6,6,6,6,4,,,,5,6,6,4,4,4,,,,4,1,8,,2,,,,,2,4,3,3,2,,,,1,CA,,US,5,7,3,0,2,0,1,1,0.9889584906,
136,22,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:00 AM,6,,,,,,2,,,,,,,1,2,1,2,1,2,3,3,3,3,3,3,3,3,3,4,6,6,6,6,3,,,,3,6,0,4,3,3,,,,4,,,,1,4,0,,,1,4,5,5,2,,,,1,CA,94560,US,3,4,2,2,2,2,2,1,0.9889584906,
137,23,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:45 AM,3,,,,,,2,,,,,,,1,2,2,2,1,1,0,5,5,5,5,5,6,6,6,5,5,6,6,6,6,,,,5,6,6,6,6,6,,,,5,,,,5,,,,,0,5,0,5,2,,,,0,GA,30238,US,12,7,2,1,2,2,0,1,0.9889584906,
138,24,18001,3,45,C,1,2,1,2,15,240,4,2,4,6:10 AM,4:35 AM,3,,,,,,2,,,,,,,1,0,1,0,4,1,3,3,3,3,4,6,6,3,3,5,4,6,4,4,0,,,,5,6,6,4,4,4,,,,5,4,,,2,,,,,5,0,5,5,2,,,,1,CA,94121,US,1,6,2,0,2,2,2,1,0.9889584906,
139,637,18033,8,27,B,2,2,1,1,29,3171,86,1,2,3:30 PM,2:30 PM,2,,,,,,5,,,,,,,1,2,2,2,1,2,6,6,6,5,5,5,6,6,5,6,6,5,6,6,5,,,,5,5,6,6,6,2,,,,5,,,,2,,,,,99,0,5,5,2,,,,3,CA,92694,US,10,2,1,1,2,1,2,1,0.5221167513,
140,638,18033,8,27,B,2,2,1,1,29,3171,86,1,2,3:30 PM,2:55 PM,2,,,,,,5,,,,,,,1,2,2,2,3,2,5,6,6,5,5,5,6,5,0,5,6,5,2,5,5,102,,,5,5,6,6,5,5,,,,5,,,,2,,,,,5,4,5,5,1,36,10,,3,CA,92646,US,10,3,0,0,2,2,1,1,0.5221167513,
141,639,18033,8,27,B,2,2,1,1,29,3171,86,1,2,3:30 PM,2:00 PM,1,,,,,,5,,,,,,,1,2,2,2,3,4,3,3,4,4,4,5,6,6,2,6,6,0,3,6,5,907,,,3,5,6,4,3,4,,,,5,,,,2,,,,,5,5,0,5,2,,,,1,CA,,US,1,5,1,3,1,2,1,1,0.5221167513,
142,640,18033,8,27,B,2,2,1,2,29,3171,86,1,2,3:30 PM,1:30 PM,1,,,,,,14,,,,,,,1,1,2,1,1,3,4,6,4,5,5,5,5,5,5,6,6,6,6,6,5,,,,5,6,6,6,5,5,,,,5,1,,,1,5,1,,,99,6,5,5,2,,,,3,CA,92692,US,10,5,2,3,0,2,2,1,0.5221167513,
143,641,18033,8,27,B,2,2,1,2,29,3171,86,1,2,3:30 PM,1:00 PM,6,,,,,,4,,,,,,,1,2,1,2,1,1,6,6,4,5,6,5,6,6,6,6,6,6,6,6,4,,,,3,6,6,6,3,1,29,,,4,16,,,1,5,1,,,2,5,5,5,2,,,,3,CA,92627,US,10,6,2,2,2,2,2,1,0.5221167513,
144,642,18033,8,27,B,2,2,1,2,29,3171,86,1,2,3:30 PM,6:10 PM,3,,,,,,5,,,,,,,1,2,2,1,2,4,5,4,6,4,4,4,6,6,5,6,6,6,6,6,4,,,,5,5,6,4,4,4,,,,5,12,,,1,5,1,,,5,4,4,5,2,,,,3,CA,92660,US,10,6,2,3,2,2,2,1,0.5221167513,
145,643,18033,8,27,B,2,2,1,2,29,3171,86,1,2,3:30 PM,10:00 AM,1,,,,,,8,,,,,,,2,2,2,2,3,4,3,3,2,0,3,3,3,3,2,3,3,2,2,3,3,,,,2,3,3,3,2,3,,,,3,,,,2,,,,,99,3,3,3,2,,,,3,CA,92677,US,10,5,1,3,2,1,1,1,0.5221167513,
146,644,18033,8,27,B,2,2,1,2,29,3171,86,1,2,3:30 PM,12:45 PM,5,,,,,,6,,,,,,,1,1,1,1,1,4,3,2,2,4,3,4,4,4,5,5,6,6,6,6,4,264,,,4,6,6,2,3,3,,,,3,,,,1,4,0,,,5,5,5,4,2,,,,3,CA,92672,US,10,6,2,2,2,2,2,1,0.5221167513,
